,h3_05,geometry,tamkeen_number_of_sites,tamkeen_distance_to_nearest_site_m
1431,8552ad03fffffff,"POLYGON ((41.715448214946484 15.596257780877222, 41.69789763005716 15.508655215773986, 41.765820888026 15.4553341101808, 41.85124862668252 15.489513562817397, 41.868891895989904 15.577022365963794, 41.80101491520453 15.630445501262306, 41.715448214946484 15.596257780877222))",0.0,115334.17435985219
1432,8552ad2bfffffff,"POLYGON ((41.968909280947805 15.29561895438517, 41.95124953473479 15.208353347435963, 42.01868576340571 15.155270797110068, 42.10373469127544 15.189351759058503, 42.12148560974398 15.276523122098824, 42.05409660009592 15.329707788195067, 41.968909280947805 15.29561895438517))",0.0,92385.83261843503
1433,8552ada7fffffff,"POLYGON ((42.22852238496906 15.800585205269975, 42.21061942376899 15.713120390399215, 42.27805899009544 15.659618152196494, 42.363352805479565 15.693479316244856, 42.38134674668543 15.780848478478068, 42.313956067349295 15.834452147659693, 42.22852238496906 15.800585205269975))",0.0,64377.732776748584
1434,8552adb7fffffff,"POLYGON ((42.178831033050145 15.941784426283126, 42.1609355653507 15.85420068855301, 42.22852238496906 15.800585205269975, 42.313956067349295 15.834452147659693, 42.33194295187228 15.921940237069311, 42.26440491264459 15.975657051021985, 42.178831033050145 15.941784426283126))",0.0,77339.13564632909
1435,8552c403fffffff,"POLYGON ((45.483671809546586 13.261980274515185, 45.46432011455155 13.178187244024505, 45.52621963735234 13.127009377269417, 45.60741085929878 13.159524251618727, 45.62683644260932 13.243215883168308, 45.56499707964049 13.29449403510201, 45.483671809546586 13.261980274515185))",0.0,26029.163089318467
1436,8552c40bfffffff,"POLYGON ((45.38301061070266 13.145600947214822, 45.36373457323678 13.061836301420179, 45.42569374022404 13.010758918673192, 45.50686946400983 13.043345694519967, 45.52621963735234 13.127009377269417, 45.46432011455155 13.178187244024505, 45.38301061070266 13.145600947214822))",0.0,21363.33094556951
1437,8552c413fffffff,"POLYGON ((45.440992779699165 13.397209890748824, 45.42163966706188 13.313288080479946, 45.483671809546586 13.261980274515185, 45.56499707964049 13.29449403510201, 45.584424442138484 13.378314334645, 45.522452449321804 13.429722380199644, 45.440992779699165 13.397209890748824))",0.0,17321.228986748178
1438,8552c417fffffff,"POLYGON ((45.584424442138484 13.378314334645, 45.56499707964049 13.29449403510201, 45.62683644260932 13.243215883168308, 45.708042656829655 13.275657943861544, 45.7275436579498 13.359376411474848, 45.66576497066869 13.41075464510268, 45.584424442138484 13.378314334645))",0.0,20408.019342619053
1439,8552c41bfffffff,"POLYGON ((45.34019603397772 13.280702417937938, 45.32091883678476 13.196808312050837, 45.38301061070266 13.145600947214822, 45.46432011455155 13.178187244024505, 45.483671809546586 13.261980274515185, 45.42163966706188 13.313288080479946, 45.34019603397772 13.280702417937938))",0.0,10096.473804644806
1440,8552c443fffffff,"POLYGON ((45.13888041673952 13.047555862843534, 45.1197550125974 12.963720519639834, 45.18196449565566 12.91271462301144, 45.263240950373344 12.945443238299884, 45.28244134174886 13.029178385377778, 45.22029045439286 13.080285112211298, 45.13888041673952 13.047555862843534))",0.0,26997.629642436186
1441,8552c447fffffff,"POLYGON ((45.28244134174886 13.029178385377778, 45.263240950373344 12.945443238299884, 45.32525924613131 12.8944665337291, 45.40641896754499 12.927124295882626, 45.42569374022404 13.010758918673192, 45.36373457323678 13.061836301420179, 45.28244134174886 13.029178385377778))",0.0,28327.1935583525
1442,8552c44bfffffff,"POLYGON ((45.0383625303741 12.930920862545992, 45.01931300091073 12.8471165742127, 45.08158056221413 12.79621169531554, 45.162839737472446 12.829010086954563, 45.18196449565566 12.91271462301144, 45.1197550125974 12.963720519639834, 45.0383625303741 12.930920862545992))",0.0,13763.994125581514
1443,8552c453fffffff,"POLYGON ((45.09566385027463 13.182657000820742, 45.07653790831018 13.098691411737816, 45.13888041673952 13.047555862843534, 45.22029045439286 13.080285112211298, 45.239491748265145 13.164150395187086, 45.17720781643954 13.215386733905639, 45.09566385027463 13.182657000820742))",0.0,19502.46505905789
1444,8552c457fffffff,"POLYGON ((45.239491748265145 13.164150395187086, 45.22029045439286 13.080285112211298, 45.28244134174886 13.029178385377778, 45.36373457323678 13.061836301420179, 45.38301061070266 13.145600947214822, 45.32091883678476 13.196808312050837, 45.239491748265145 13.164150395187086))",0.0,12598.012985798376
1445,8552c45bfffffff,"POLYGON ((44.995011775789514 13.06589063736524, 44.97596196537063 12.981955431396317, 45.0383625303741 12.930920862545992, 45.1197550125974 12.963720519639834, 45.13888041673952 13.047555862843534, 45.07653790831018 13.098691411737816, 44.995011775789514 13.06589063736524))",0.0,11015.25147806824
1446,8552c483fffffff,"POLYGON ((45.49920702003809 13.649284202919425, 45.47977640901028 13.56520829484222, 45.54188148805437 13.513670774746005, 45.62335668447886 13.546109175472004, 45.642861658479084 13.63008303271092, 45.58081723885131 13.68172053500662, 45.49920702003809 13.649284202919425))",0.0,12828.26767546917
1447,8552c487fffffff,"POLYGON ((45.642861658479084 13.63008303271092, 45.62335668447886 13.546109175472004, 45.68526800917267 13.494601096524786, 45.76662328665164 13.526967046117813, 45.78620200818824 13.610838530810346, 45.7243518702724 13.662446432301616, 45.642861658479084 13.63008303271092))",0.0,19065.405446782526
1448,8552c48bfffffff,"POLYGON ((45.398181987585446 13.532697233328886, 45.3788275623066 13.448647219740113, 45.440992779699165 13.397209890748824, 45.522452449321804 13.429722380199644, 45.54188148805437 13.513670774746005, 45.47977640901028 13.56520829484222, 45.398181987585446 13.532697233328886))",0.0,11394.95461367193
1449,8552c48ffffffff,"POLYGON ((45.54188148805437 13.513670774746005, 45.522452449321804 13.429722380199644, 45.584424442138484 13.378314334645, 45.66576497066869 13.41075464510268, 45.68526800917267 13.494601096524786, 45.62335668447886 13.546109175472004, 45.54188148805437 13.513670774746005))",1.0,5318.963021282078
1450,8552c493fffffff,"POLYGON ((45.4564004748849 13.785153601030773, 45.436968396495935 13.70095076939372, 45.49920702003809 13.649284202919425, 45.58081723885131 13.68172053500662, 45.60032404547791 13.76582121160134, 45.538146071489955 13.817587706187055, 45.4564004748849 13.785153601030773))",0.0,15782.124312806836
1451,8552c497fffffff,"POLYGON ((45.60032404547791 13.76582121160134, 45.58081723885131 13.68172053500662, 45.642861658479084 13.63008303271092, 45.7243518702724 13.662446432301616, 45.74393278722841 13.74644462926205, 45.681949548294845 13.798181900197662, 45.60032404547791 13.76582121160134))",0.0,27106.561986940356
1452,8552c49bfffffff,"POLYGON ((45.355238870104806 13.66844129202156, 45.33588323818392 13.584263660083266, 45.398181987585446 13.532697233328886, 45.47977640901028 13.56520829484222, 45.49920702003809 13.649284202919425, 45.436968396495935 13.70095076939372, 45.355238870104806 13.66844129202156))",1.0,3405.677630649671
1453,8552c4a3fffffff,"POLYGON ((45.82834078219875 13.475488938928471, 45.80876435689593 13.391744749472192, 45.87034966681198 13.340396852393598, 45.95144985751509 13.37269342580093, 45.97109905740212 13.456335039669831, 45.90957545667518 13.507782648395047, 45.82834078219875 13.475488938928471))",0.0,22988.113048971052
1454,8552c4a7fffffff,"POLYGON ((45.97109905740212 13.456335039669831, 45.95144985751509 13.37269342580093, 46.012841727293484 13.321376386006069, 46.09382074090175 13.353601403991512, 46.113542103964065 13.43714013385126, 46.05221245468181 13.488556721328537, 45.97109905740212 13.456335039669831))",0.0,11678.512377806052
1455,8552c4abfffffff,"POLYGON ((45.7275436579498 13.359376411474848, 45.708042656829655 13.275657943861544, 45.7696891623219 13.224409968478977, 45.85077563758774 13.256780532702885, 45.87034966681198 13.340396852393598, 45.80876435689593 13.391744749472192, 45.7275436579498 13.359376411474848))",0.0,32391.341045194316
1456,8552c4b3fffffff,"POLYGON ((45.78620200818824 13.610838530810346, 45.76662328665164 13.526967046117813, 45.82834078219875 13.475488938928471, 45.90957545667518 13.507782648395047, 45.9292273110596 13.5915514440825, 45.86757152346369 13.64312921206041, 45.78620200818824 13.610838530810346))",0.0,27260.99386492911
1457,8552c4b7fffffff,"POLYGON ((45.9292273110596 13.5915514440825, 45.90957545667518 13.507782648395047, 45.97109905740212 13.456335039669831, 46.05221245468181 13.488556721328537, 46.071936828021094 13.572222516781231, 46.010475450237955 13.62376962247435, 45.9292273110596 13.5915514440825))",0.0,11581.51533811729
1458,8552c4bbfffffff,"POLYGON ((45.68526800917267 13.494601096524786, 45.66576497066869 13.41075464510268, 45.7275436579498 13.359376411474848, 45.80876435689593 13.391744749472192, 45.82834078219875 13.475488938928471, 45.76662328665164 13.526967046117813, 45.68526800917267 13.494601096524786))",0.0,21100.007649204694
1459,8552c4c3fffffff,"POLYGON ((45.15319525125457 13.434870964747157, 45.133992474693436 13.350747117578598, 45.19640990570917 13.299381586424031, 45.27797119907454 13.332039351580436, 45.297249449940495 13.41606234614097, 45.23489109813445 13.467528426231524, 45.15319525125457 13.434870964747157))",0.0,10388.5471655478
1460,8552c4c7fffffff,"POLYGON ((45.297249449940495 13.41606234614097, 45.27797119907454 13.332039351580436, 45.34019603397772 13.280702417937938, 45.42163966706188 13.313288080479946, 45.440992779699165 13.397209890748824, 45.3788275623066 13.448647219740113, 45.297249449940495 13.41606234614097))",1.0,7301.604619560828
1461,8552c4cbfffffff,"POLYGON ((45.05231423360422 13.31801705059134, 45.03318786296429 13.233921785445647, 45.09566385027463 13.182657000820742, 45.17720781643954 13.215386733905639, 45.19640990570917 13.299381586424031, 45.133992474693436 13.350747117578598, 45.05231423360422 13.31801705059134))",0.0,21836.302042723702
1462,8552c4cffffffff,"POLYGON ((45.19640990570917 13.299381586424031, 45.17720781643954 13.215386733905639, 45.239491748265145 13.164150395187086, 45.32091883678476 13.196808312050837, 45.34019603397772 13.280702417937938, 45.27797119907454 13.332039351580436, 45.19640990570917 13.299381586424031))",3.0,5968.564670548983
1463,8552c4d3fffffff,"POLYGON ((45.10984721920369 13.570617518145394, 45.09064386447226 13.486365259774086, 45.15319525125457 13.434870964747157, 45.23489109813445 13.467528426231524, 45.254170295616625 13.551679729521487, 45.19167796911991 13.603274524582677, 45.10984721920369 13.570617518145394))",0.0,20852.166977240933
1464,8552c4d7fffffff,"POLYGON ((45.254170295616625 13.551679729521487, 45.23489109813445 13.467528426231524, 45.297249449940495 13.41606234614097, 45.3788275623066 13.448647219740113, 45.398181987585446 13.532697233328886, 45.33588323818392 13.584263660083266, 45.254170295616625 13.551679729521487))",0.0,15762.246924765223
1465,8552c4dbfffffff,"POLYGON ((45.00883100121097 13.453635008126401, 44.9897043120614 13.3694106453016, 45.05231423360422 13.31801705059134, 45.133992474693436 13.350747117578598, 45.15319525125457 13.434870964747157, 45.09064386447226 13.486365259774086, 45.00883100121097 13.453635008126401))",0.0,26198.72096278501
1466,8552c583fffffff,"POLYGON ((46.49816355609219 13.513992093550153, 46.47822530058149 13.430637114204965, 46.53897284514965 13.37931668766821, 46.6195945879962 13.411252406125957, 46.6396029157864 13.494503192184808, 46.578919592511376 13.545922440446994, 46.49816355609219 13.513992093550153))",0.0,11875.292544418211
1467,8552c587fffffff,"POLYGON ((46.6396029157864 13.494503192184808, 46.6195945879962 13.411252406125957, 46.680148043611545 13.359965052378266, 46.760645285256544 13.391829822911005, 46.78072307611106 13.47497613027802, 46.72023432602406 13.526362132122056, 46.6396029157864 13.494503192184808))",3.0,4304.882843289197
1468,8552c58bfffffff,"POLYGON ((46.397479681837375 13.398630229537499, 46.37761582319409 13.315298172266985, 46.43842708538324 13.264076789567635, 46.51903865225661 13.296088408684225, 46.53897284514965 13.37931668766821, 46.47822530058149 13.430637114204965, 46.397479681837375 13.398630229537499))",0.0,26426.708349896515
1469,8552c593fffffff,"POLYGON ((46.45722790213128 13.64892519336241, 46.43728567467934 13.56544407942602, 46.49816355609219 13.513992093550153, 46.578919592511376 13.545922440446994, 46.59893223999313 13.629299237319099, 46.5381185957716 13.680849991788794, 46.45722790213128 13.64892519336241))",0.0,22634.721414836975
1470,8552c597fffffff,"POLYGON ((46.59893223999313 13.629299237319099, 46.578919592511376 13.545922440446994, 46.6396029157864 13.494503192184808, 46.72023432602406 13.526362132122056, 46.740316781782866 13.60963432384529, 46.679698183481655 13.66115216714834, 46.59893223999313 13.629299237319099))",0.0,8643.347060182568
1471,8552c59bfffffff,"POLYGON ((46.356405642485306 13.533442104057466, 46.336538069496015 13.449983221952062, 46.397479681837375 13.398630229537499, 46.47822530058149 13.430637114204965, 46.49816355609219 13.513992093550153, 46.43728567467934 13.56544407942602, 46.356405642485306 13.533442104057466))",0.0,27745.513046380016
1472,8552c5b3fffffff,"POLYGON ((46.78072307611106 13.47497613027802, 46.760645285256544 13.391829822911005, 46.82100463941066 13.340576044853766, 46.90137676423569 13.372370086823269, 46.921523410010344 13.455411635190714, 46.86122923950292 13.506763885855802, 46.78072307611106 13.47497613027802))",0.0,18266.524020000434
1473,8552c5d3fffffff,"POLYGON ((46.113542103964065 13.43714013385126, 46.09382074090175 13.353601403991512, 46.155019116753 13.302315738307698, 46.235876294194775 13.334469411297675, 46.25566920987614 13.417904953905445, 46.194533559688864 13.469290001292595, 46.113542103964065 13.43714013385126))",0.0,16031.951258938852
1474,8552c5d7fffffff,"POLYGON ((46.25566920987614 13.417904953905445, 46.235876294194775 13.334469411297675, 46.29688113123824 13.283215632626742, 46.37761582319409 13.315298172266985, 46.397479681837375 13.398630229537499, 46.336538069496015 13.449983221952062, 46.25566920987614 13.417904953905445))",0.0,29783.86065558168
1475,8552c683fffffff,"POLYGON ((44.793991522081186 12.832240774893313, 44.77509392163115 12.748369686858537, 44.83760904094742 12.697537630008332, 44.91896490563864 12.730475316821924, 44.937938576929724 12.814247437042553, 44.87548047507323 12.865180840314837, 44.793991522081186 12.832240774893313))",3.0,5156.727214946437
1476,8552c687fffffff,"POLYGON ((44.937938576929724 12.814247437042553, 44.91896490563864 12.730475316821924, 44.981290028028184 12.679671638500954, 45.062531422871835 12.712538880774503, 45.08158056221413 12.79621169531554, 45.01931300091073 12.8471165742127, 44.937938576929724 12.814247437042553))",2.0,3656.0489060147784
1477,8552c693fffffff,"POLYGON ((44.750240257890454 12.967204962044917, 44.731343000284646 12.883202181237182, 44.793991522081186 12.832240774893313, 44.87548047507323 12.865180840314837, 44.89445417116857 12.949084545300149, 44.83186263879666 13.00014726282759, 44.750240257890454 12.967204962044917))",0.0,17886.929582995548
1478,8552c697fffffff,"POLYGON ((44.89445417116857 12.949084545300149, 44.87548047507323 12.865180840314837, 44.937938576929724 12.814247437042553, 45.01931300091073 12.8471165742127, 45.0383625303741 12.930920862545992, 44.97596196537063 12.981955431396317, 44.89445417116857 12.949084545300149))",0.0,14027.306108059718
