h3_05,pop_total,pop_density_per_km2,total_idps_district,num_idp_hh_displaced_to_dtm_12m,exposure_drought_pct,exposure_extreme_heat_pct,exposure_flooding_pct,conflict_incidents,conflict_fatalities,num_idp_hh_displaced_from_dtm_12m,ipc3_pct,pct_wasted,pct_stunted_mod_sev,prim_school_walk_30m_plus_pct,sec_school_walk_30m_plus_pct,num_schools_per_1000_children,bemonc_walk_60m_plus_pct,num_health_facilities_per_10000
8552e683fffffff,12961.293347655555,11.303409229674712,3263.731456897605,0.0,0.8912906251391843,0.0,0.06532670874587956,118.27992313001285,29.580044339570218,10.911343491689662,0.3445645312569592,0.269,0.5,0.3752271317493135,6.961150529819584,7.505884674355568,0.99,41.612287249936514
8552e687fffffff,12848.382495415088,11.054053795252994,3171.79724662503,0.0,0.9083039079682216,0.0,0.06657368895731199,119.73003769244082,29.890989883269096,10.991342987650437,0.3454151953984111,0.269,0.5,0.37716254711555103,7.0817951994588215,7.608473636271534,0.99,42.32135782642649
8552e68bfffffff,24510.601447282526,51.13315970339549,2511.612306837783,0.0,0.49621011049571134,0.0,0.036369476409618906,77.78063737129727,16.589184947629917,9.803946752025734,0.3248105055247855,0.20505847294095603,0.518471996705946,0.21218794683729186,4.040782648042179,5.1496618998869454,0.9935523070588357,25.03839523929204
8552e68ffffffff,14095.664610780546,11.22511433098089,3229.4438368594892,0.0,0.8783676665031465,0.0,0.11682066825646262,114.74306658453487,28.176505933239106,11.931259394861582,0.34828148487153954,0.2471061799705664,0.5063248813418364,0.35702750667814215,6.839038202457088,7.65017988089714,0.9912163233349686,41.58181261637322
8552e693fffffff,19498.146973531235,27.211665146957856,6545.217869865027,0.6869444794907781,0.0,0.0,0.0,36.03322659141183,12.867521692605678,6.246297043987525,0.3,0.269,0.5,0.2600371569674075,0.6497812410857252,1.9784912776397254,0.99,3.7837465446104437
8552e697fffffff,20942.030655176397,34.197895094819735,1416.1948949388238,1.501488545103555,0.022872305210956522,0.0,0.0016764143801351996,20.953390847567185,11.09283367561223,3.5364692303041925,0.3011436152605478,0.269,0.5,0.23688159506536483,0.8695768401691835,1.7452053492322666,0.99,2.9249565347585778
8552e69bfffffff,16195.861828837767,11.478448362205489,5880.782968619253,0.0,0.7301502322672505,0.0,0.05505137927678956,110.31820797411903,27.254349149969812,12.32215999043121,0.3365075116133625,0.25603911767299586,0.503744254894468,0.34651524907482945,5.75099367965093,6.685183518355405,0.9907200490181669,35.65479874257867
8552e6a3fffffff,285474.60607641825,1792.030765445641,280157.0272558157,291.35250837995784,0.36409838734895633,0.0,0.07634708720221983,88.03814072020621,27.316019079635637,14.478263964758138,0.3405950235615239,0.269,0.5,0.12787032696725897,2.1389624340542186,3.294490791903898,0.99,18.342051906813484
8552e6a7fffffff,260385.90786499748,33.02419506406876,292500.0050288504,515.6453006107698,0.0,0.0,0.25271374221432635,72.83120695359513,78.47357213753955,8.673349574415289,0.3416514782399652,0.269,0.5,0.08664236518394441,0.5448268519356039,0.8474078618896956,0.99,3.547950615050563
8552e6abfffffff,32880.36237786142,31.369638144575433,16.268278295062444,0.0,0.004658728034095775,0.0,0.009305506660513607,67.29349986614804,6.121126928886491,26.930119079488566,0.3002329364017048,0.2690000000000001,0.5,0.021723729372615436,0.10563926946083269,2.9048310204217302,0.99,16.35064699934935
8552e6affffffff,32978.0,31.47574788,0.0,0.0,0.0,0.0,0.009006004,67.0,6.0,27.0,0.3,0.269,0.5,0.02,0.07,2.88,0.99,16.21
8552e6b3fffffff,444780.5005667844,2837.171921315519,458074.7018244311,484.9592488252049,0.559560897660792,0.0,0.12471771269426997,99.11018989987677,42.364863461907795,6.434870790777255,0.36532803598344127,0.269,0.5,0.1885825006047246,3.2332099801710132,3.3402782847624417,0.99,18.37501131576089
8552e6b7fffffff,468158.96331975545,1822.8894530163973,506611.09959786886,689.43478850269,0.1089331118227703,0.0,0.24682220723449594,76.39438374513394,76.2393137840624,4.201872084955353,0.35997659893805806,0.269,0.5,0.08403744169910705,0.540234010619419,0.3601872084955353,0.9899999999999999,0.8403978180530125
8552e6bbfffffff,12450.207866348694,9.16673886848633,3420.319216085044,0.0,0.9794728568399325,0.0,0.07197484965431827,128.70678998091574,31.466294277838244,12.30790714740101,0.3489736428419966,0.269,0.49999999999999994,0.38240495703077504,7.562967354825483,8.10059032695684,0.9899999999999999,45.780285547997565
8552e6c3fffffff,53217.33716311732,103.7631622529923,3465.2894736688077,0.0,0.0,0.0,0.0,11.359489251442373,0.8952047557156843,7.790409511431369,0.30629551115786124,0.089,0.552,0.021295634340810596,0.38074304569390227,2.0081917449798876,1.0,3.4961138834905787
8552e6c7fffffff,36233.53444978667,74.85059907407066,1658.9919696383374,0.0,0.0,0.0,0.08323797845133153,17.27446671580595,1.3881585147190874,8.937713569634877,0.3069253975537926,0.11913430248162866,0.5432945348386407,0.053561746702697755,0.4412507770291298,2.5211471887177153,0.998325872084354,4.649520215471638
8552e6cbfffffff,76406.67399335497,137.30843232394506,2755.61972887213,0.0,0.0008947434814626469,0.0,0.00015218284681430986,20.144798450814832,0.025741946811525675,5.998391128324279,0.25016088716757207,0.089,0.552,3.217743351440709e-05,0.2900321774335144,1.6881337088561643,1.0,2.396910966382617
8552e6cffffffff,51367.51204534685,95.21111425702749,3051.594279953753,0.0,0.0,0.0,0.04766848483358815,10.872615044921208,0.8801901030685256,8.236302203862,0.30417862739116575,0.08899999999999998,0.552,0.031926036156397906,0.39156052499316835,2.2067912034280193,0.9999999999999999,3.8526037289281456
8552e6d3fffffff,43882.29181237464,108.15090633076177,3522.5585735659097,0.0,0.0,0.0,0.0032358517873075886,57.53495111627473,4.971599713836081,6.000757752731853,0.31777483353883385,0.15154650769299843,0.5339310088886894,0.022385487910810995,0.38994918247532406,1.5741767246037779,0.9965251940170556,3.4261806121486913
8552e6d7fffffff,30619.212089262277,126.79785485138785,1549.4082809526053,0.0,0.0274952251962395,0.0,0.0020152490306028026,75.30241150147053,0.9062082240487769,2.758968922251091,0.31243362842780764,0.22681558659599532,0.5121866083167125,0.033075855421156444,0.5640337480153664,1.479342703694232,0.9923435785224447,4.309699416355043
8552e6dbfffffff,172466.79905352008,309.4113386351322,11572.82306892133,0.0,0.15855815455110034,0.0,0.02696843491473609,42.94019653898297,4.562624438871828,5.715071692598714,0.31737010455517634,0.08899999999999998,0.552,0.009589159885073452,0.30736386034399277,1.277666040714788,0.9999999999999999,2.0468830526936097
8552e883fffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e887fffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e88bfffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e88ffffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e893fffffff,29114.09144283823,6.076321631467822,1044.15044991819,0.0,0.0,0.984491928254218,0.023572269072824167,21.118372982388326,0.0,0.0,0.35000000000000003,0.11316399358868322,0.3895080192339504,0.4679778133962044,0.6991985208930803,1.2027681992012265,1.0,4.8452281030314746
8552e897fffffff,28518.096478272062,5.77718076675682,1070.251281754214,0.0,0.0,0.9995675467098091,0.0006573290016266616,21.97541522178016,0.0,0.0,0.35,0.11106034445563052,0.3958189666331085,0.4796647530242749,0.6999776502016183,1.2195194793347943,1.0,4.830424646169252
8552e89bfffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e8b3fffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e8b7fffffff,27580.15293601321,9.81711131436487,555.1291219281335,0.0,0.0,1.0,0.09982391782112618,9.366427475791024,0.0,0.0,0.35,0.14890071757262696,0.28229784728211926,0.4027948345742785,0.5736642747579103,1.1638507887812934,1.0,5.068634147679504
8552e8bbfffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e8d3fffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e8d7fffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552e8dbfffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552ec03fffffff,17276.093196218797,9.70469194287524,42.00717362447749,0.0,0.0,0.011782024312508943,0.5730280839965866,0.0,0.0,0.0,0.3009609919265857,0.165,0.23399999999999999,0.5036340641889943,0.9056418080591455,1.3006839677341673,0.9999999999999999,4.739022817000543
8552ec07fffffff,43453.35392147556,13.40727911326113,393.75530138452604,0.0,0.0,0.6015376590941865,0.5815029021219825,0.0,0.0,0.0,0.34906396546076096,0.16500000000000004,0.234,0.18584103442619673,0.6852038749679152,0.8095017716587302,1.0,5.198095191139205
8552ec0bfffffff,43197.83361485818,17.076065049242438,827.0887729071005,0.0,0.0,0.5189292646444595,0.2773539158823866,7.939208980564615,1.22141676624071,0.0,0.30000000000000004,0.13202174731150085,0.33293475806549755,0.27793081441426515,0.6473953952582474,1.1390016527263007,1.0,3.3497990541479985
8552ec0ffffffff,51884.18200413716,18.528357574702248,971.0676782095164,0.0,0.0,0.7108415551860991,0.26325123641106846,8.423165588362219,1.2958716289788028,0.0,0.313073077433984,0.1300114660175723,0.33896560194728304,0.17750207942973306,0.571251443573231,0.9926179666295339,1.0,3.391166602620199
8552ec13fffffff,26937.943816469542,11.625776047650724,9.943599271215497,0.0,0.0,0.0,0.16284377572584305,0.0,0.0,0.0,0.30000000000000004,0.16500000000000004,0.23400000000000004,0.48852308508961334,0.9672717730943647,1.9328305324012152,1.0,4.543866737443316
8552ec17fffffff,30696.87243905064,12.310454950777668,15.780361673438376,0.0,0.0,0.021369388222058673,0.05001067833163847,0.0,0.0,0.0,0.3017429780327029,0.165,0.23399999999999999,0.4710864271047781,0.9750754153945878,2.0867606469619933,1.0,4.509179967492629
8552ec1bfffffff,16745.0,9.629130034,35.0,0.0,0.0,0.0,0.573186026,0.0,0.0,0.0,0.3,0.165,0.234,0.51,0.91,1.31,1.0,4.73
8552ec23fffffff,43800.0,13.44744999,401.0,0.0,0.0,0.613013699,0.588219178,0.0,0.0,0.0,0.35,0.165,0.234,0.18,0.68,0.79,1.0,5.21
8552ec27fffffff,43800.0,13.44744999,401.0,0.0,0.0,0.613013699,0.588219178,0.0,0.0,0.0,0.35,0.165,0.234,0.18,0.68,0.79,1.0,5.21
8552ec2bfffffff,43029.47466050391,13.083613719029836,610.2640949090022,0.0,0.0,0.701725353006141,0.43845933179929564,4.994456081714304,0.2136467062945067,0.0,0.3446588323426373,0.1503810555435392,0.2778568333693824,0.22382818448991018,0.6619132861803676,0.8861136761664319,1.0,4.85502283298998
8552ec2ffffffff,42836.9395047095,12.964072165591855,443.17599397637986,0.0,0.0,0.6373741943730112,0.5511912250028074,1.3848833842990385,0.0,0.0,0.35,0.16160074078399328,0.24419777764802023,0.19888477342225963,0.6812589848948174,0.8170681752385721,1.0,5.186079286998471
8552ec33fffffff,53754.405340469246,15.938177540307048,313.40509926155846,0.0,0.0,0.4278520641199659,0.5710563221704971,0.0,0.0,0.0,0.35,0.16500000000000004,0.23400000000000004,0.22832822109707124,0.7011435967299687,0.7658358894514644,1.0,4.512261307911034
8552ec37fffffff,43800.0,13.44744999,401.0,0.0,0.0,0.613013699,0.588219178,0.0,0.0,0.0,0.35,0.165,0.234,0.18,0.68,0.79,1.0,5.21
8552ec3bfffffff,44022.69249935447,13.562160041654067,413.75072059649506,0.0,0.0,0.6162555217903147,0.5813789671188052,0.1780444336782347,0.027391451335113032,0.0,0.3493152137166221,0.16426043081395195,0.23621870755814414,0.17931521371662215,0.6772608548664887,0.7932869741602135,0.9999999999999999,5.172473711670895
8552ec43fffffff,60060.0,21.82305961,1332.0,0.0,0.0,0.84971695,0.088777889,13.0,2.0,0.0,0.3,0.111,0.396,0.13,0.48,1.03,1.0,2.47
8552ec47fffffff,60060.0,21.82305961,1332.0,0.0,0.0,0.84971695,0.088777889,13.0,2.0,0.0,0.3,0.111,0.396,0.13,0.48,1.03,1.0,2.47
8552ec4bfffffff,60060.0,21.82305961,1332.0,0.0,0.0,0.84971695,0.088777889,13.0,2.0,0.0,0.3,0.111,0.396,0.13,0.48,1.03,1.0,2.47
8552ec4ffffffff,60060.0,21.82305961,1332.0,0.0,0.0,0.84971695,0.088777889,13.0,2.0,0.0,0.3,0.111,0.396,0.13,0.48,1.03,1.0,2.47
8552ec53fffffff,51686.39664940341,20.016981060754425,1389.760561155117,0.0,0.0,0.4461261908109129,0.3390424993976522,7.771060307824452,1.0500583536927512,0.0,0.3,0.11111503721211335,0.39565488836366,0.1166243059899556,0.5045580622799604,1.0305964892479953,1.0,3.278643377857152
8552ec57fffffff,49628.80470153971,18.8864958130953,1019.6541544014083,0.0,0.0,0.6450866036104809,0.20543391765543834,9.869316890684894,1.518356444720753,0.0,0.3,0.12400437599253968,0.35698687202238105,0.22151227550305697,0.5835533643850381,1.0974300977390947,1.0,3.0142572174655498
8552ec5bfffffff,55205.12115089338,20.779485807507605,1367.4815857420149,0.0,0.0,0.6141755061104035,0.23488903386323107,9.9508012252956,1.4456002227810179,0.0,0.30000000000000004,0.11100000000000002,0.396,0.12168400334171528,0.4938599944304746,1.0300000000000002,1.0,2.9412398106361355
8552ec63fffffff,37751.46073989108,10.474425351781044,1147.5033826519084,0.0,0.0,0.9559495721063378,0.026022255989255297,19.361952322347996,0.5862328172560016,0.0,0.33534417956859996,0.11100000000000002,0.3960000000000001,0.3774092569801997,0.6355143901018399,1.16430788236068,1.0,4.138245275637919
8552ec67fffffff,28612.870543845896,5.825509680457257,1071.9251944593866,0.0,0.0,0.9994672756888899,0.0003147004253595022,21.968096742779775,0.007089612715605396,0.0,0.34982275968210985,0.111,0.396,0.478759317774769,0.6992201426012834,1.2193264867920175,1.0,4.821634256995585
8552ec6bfffffff,29326.655927270127,6.188621274672174,1077.828359485963,0.0,0.0,0.9960682502297052,0.002322633488493919,21.764539328070246,0.05232459376216795,0.0,0.3486918851559458,0.11100000000000002,0.396,0.47084319609162056,0.6942442946861616,1.215029163592594,1.0,4.768256979360642
8552ec6ffffffff,28501.0,5.768599729,1071.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.35,0.111,0.396,0.48,0.7,1.22,1.0,4.83
8552ec73fffffff,60060.0,21.82305961,1332.0,0.0,0.0,0.84971695,0.088777889,13.0,2.0,0.0,0.3,0.111,0.396,0.13,0.48,1.03,1.0,2.47
8552ec77fffffff,57903.96493546604,20.72105421075519,1274.2960245497204,0.0,0.0,0.8442588348856195,0.11000390758830901,12.731971222684264,1.8148304146951062,0.0,0.30462923963262234,0.11370317105473358,0.3878904868357993,0.14738706045761427,0.49936747991882213,1.0260658596125678,0.9999999999999999,2.707522425489381
8552ec7bfffffff,59818.505707912176,21.700208428916493,1330.002788103713,0.0,0.0,0.8508669388707675,0.08809854702284273,13.068869375734035,1.9846956942813256,0.0,0.3003826076429668,0.111,0.396,0.132678253500768,0.48168347362905417,1.0314539090432742,1.0,2.488059080748036
8552ec83fffffff,30983.0,12.41814236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.165,0.234,0.48,0.99,2.18,1.0,4.47
8552ec87fffffff,42287.44848475262,14.7088526255096,27.41340488514061,0.0,0.0,0.0,0.13123814350986227,0.0,0.0,0.0,0.31234838057889214,0.165,0.234,0.44542453437910196,0.9307277732213176,1.8169576109805705,1.0,4.082260849822786
8552ec8bfffffff,30983.0,12.41814236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.165,0.234,0.48,0.99,2.18,1.0,4.47
8552ec8ffffffff,30983.0,12.41814236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.165,0.234,0.48,0.99,2.18,1.0,4.47
8552ec93fffffff,36394.520320643016,25.049963041539506,136.90781206163942,0.0,0.0,0.0,0.03929003996366446,0.0,0.0,0.0,0.3036968548430796,0.165,0.23399999999999999,0.46324578184683957,0.8698067032726187,1.3925918608044903,1.0,2.9772684705317487
8552ec97fffffff,69345.26410995575,20.191792912116185,93.0288885632379,0.0,0.0,0.0,0.4453638166794463,0.0,0.0,0.0,0.3419049047582152,0.16499999999999998,0.234,0.36266626667699725,0.7888564571605667,0.9479958001084712,1.0,3.1541859905920404
8552ec9bfffffff,31127.864409406036,13.271810680089805,9.197013989454696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29999999999999993,0.165,0.234,0.4795424371149525,0.98267899383924,2.1314983341849656,1.0,4.371623979714788
8552eca3fffffff,76656.90303543182,21.673408434260267,110.75968883256358,0.0,0.0,0.0,0.5302477382513993,0.0,0.0,0.0,0.34989175172638,0.165,0.234,0.34030309516613605,0.7505195917133761,0.7131824992444282,1.0,2.903398995791668
8552eca7fffffff,76756.0,21.69348924,111.0,0.0,0.0,0.0,0.531398197,0.0,0.0,0.0,0.35,0.165,0.234,0.34,0.75,0.71,1.0,2.9
8552ecabfffffff,65567.05804424317,19.308689543596394,111.58764493007338,0.0,0.0,0.045937990895947876,0.43443034107025374,0.0,0.0,0.0,0.34047551304988,0.165,0.234,0.35467849120690714,0.7904718807497008,0.9960149524602416,1.0,3.3721755583926454
8552ecaffffffff,74465.76922502939,21.120442363499045,131.1531413017804,0.0,0.0,0.04260052308922103,0.5353468909965475,0.0,0.0,0.0,0.35,0.165,0.234,0.3288810254886729,0.7451354486512943,0.7155594872556635,1.0,3.0605301945072854
8552ecb3fffffff,72946.52304801773,20.921544640323322,101.76197885937054,0.0,0.0,0.0,0.48717236116235696,0.0,0.0,0.0,0.34583872921593267,0.165,0.234,0.35165155819538857,0.7699740997635232,0.8323413610515793,1.0,3.030663902619714
8552ecb7fffffff,76756.0,21.69348924,111.0,0.0,0.0,0.0,0.531398197,0.0,0.0,0.0,0.35,0.165,0.234,0.34,0.75,0.71,1.0,2.9
8552ecbbfffffff,32808.41195950516,12.788040097166252,4.4266429446414515,0.0,0.0,0.0,0.021191982698605748,0.0,0.0,0.0,0.301993983308397,0.165,0.234,0.4744168467364882,0.9804288801196941,2.121376890733127,1.0,4.407388924116332
8552ecc3fffffff,17255.402274181564,9.729110244276079,33.745323809779826,0.0,0.0,0.0,0.5526385157317394,0.0,0.0,0.0,0.3,0.165,0.234,0.5089245632655256,0.9128678312919318,1.3411876652997585,1.0,4.720679548301222
8552ecc7fffffff,22505.947451555097,10.757613911779565,20.838378929313926,0.0,0.0,0.0,0.3412647887650167,0.0,0.0,0.0,0.3,0.165,0.234,0.49786146765369765,0.9423694195901396,1.6620174380427681,1.0,4.624799386332047
8552eccbfffffff,33864.862311250545,15.222218980487881,980.5371417205546,0.0,0.0,0.0,0.6015113706806702,1.327069672590252,0.0,0.0,0.30000000000000004,0.1291691188400632,0.34149264347981045,0.23795071711899837,0.6578567622078522,1.1242102458373648,1.0,4.35842049167473
8552eccffffffff,17096.531781206308,9.729073780570562,46.07530518208397,0.0,0.0,0.006469966358897929,0.5695335527187658,0.10066905067241433,0.01522852135384125,0.0,0.3,0.16454337105289024,0.2353698868413293,0.5067614302589187,0.9064059721531594,1.3076322943483198,1.0,4.712320345545875
8552ecd3fffffff,16930.734092436076,7.665288497264803,177.7843799901806,0.0,0.0,0.0,0.10413438654413967,0.0,0.0,0.0,0.33442283237107717,0.12782334103923662,0.34552997688229015,0.5198731250415483,0.906620221469923,2.015056946082126,1.0,5.687612170427373
8552ecd7fffffff,30983.0,12.41814236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.165,0.234,0.48,0.99,2.18,1.0,4.47
8552ecdbfffffff,15637.235110776945,8.058979083463262,135.94036456170213,0.0,0.0,0.0,0.30575546659830727,0.0015194270211171873,0.0,0.0,0.32333125532924206,0.13976121971484837,0.30971634085545485,0.5190210195923678,0.9003788067342908,1.7110848718800074,1.0,5.401514713916259
8552ed03fffffff,29476.88010496118,14.738334630666873,972.6148397758899,0.0,0.0,1.0,0.03862985443363408,1.0864309392407785,0.0,0.0,0.35,0.165,0.23399999999999999,0.3044446961329175,0.1412360221013012,1.278394530386063,1.0,5.818269116018927
8552ed07fffffff,257849.97953641764,849.3723850259859,15343.220039608583,4.036217740349721,0.0,1.0,0.008931504871799023,54.085317720686255,0.8072435480699441,0.0,0.35,0.16500000000000004,0.23400000000000004,0.1024064194246123,0.20988332249818548,0.5227564519300559,1.0,2.2578828885905633
8552ed0bfffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed0ffffffff,59130.41886677006,127.61946326869104,2408.338541634445,0.5594047857935449,0.0,0.9999999999999999,0.12499022238154059,10.97645093192289,0.11188095715870898,0.0,0.3499999999999999,0.16499999999999998,0.23399999999999999,0.33369579247659525,0.481544533158885,1.0527987697325447,0.9999999999999999,4.758645728273091
8552ed13fffffff,30330.0,15.93213723,1210.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.165,0.234,0.28,0.0,1.33,1.0,6.06
8552ed17fffffff,30330.0,15.93213723,1210.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.165,0.234,0.28,0.0,1.33,1.0,6.06
8552ed1bfffffff,28210.011918753757,12.965558561908047,620.1020111400142,0.0,0.0,1.0,0.09599451549052775,2.6997619627459306,0.0,0.0,0.35,0.16499999999999998,0.234,0.3407446441617834,0.35096905515697097,1.2017613067695683,1.0,5.45930296328903
8552ed33fffffff,312178.0,1048.384177,18718.0,5.0,0.0,1.0,0.011064201,67.0,1.0,0.0,0.35,0.165,0.234,0.06,0.26,0.33,1.0,1.35
8552ed43fffffff,28550.036383765048,11.6825866038416,342.6551947086072,0.0,0.0,0.9683476206804038,0.1784462041750315,3.705616910865901,0.0,0.0,0.35,0.16490164539800525,0.2342950638059843,0.3546598740349063,0.5334145669319433,1.1115185143307262,1.0,5.172652409848394
8552ed47fffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed4bfffffff,28543.996767507284,6.06848696385212,1034.8000684230408,0.0,0.0,0.9974752620944235,0.009996650348480421,21.076989353010998,0.0,0.0,0.35,0.11369074272300597,0.38792777183098204,0.47327927813171605,0.6920747138294603,1.2137302789605726,0.9999999999999999,4.847202677501018
8552ed4ffffffff,27518.339220450296,10.088875816178472,520.5002492614117,0.0,0.0,0.9999999999999999,0.10652479954610598,8.51837345129988,0.0,0.0,0.35,0.15144487964610034,0.2746653610616989,0.3976122822023881,0.5651837345129987,1.1600816597835548,0.9999999999999999,5.08465294591989
8552ed53fffffff,40148.97978516352,13.02750208393018,386.7133035961489,0.0,0.0,0.6980714804590206,0.49019210037021826,0.8791813171600676,0.0,0.0,0.35,0.16499999999999998,0.23399999999999999,0.2217611125651032,0.6448327473135973,0.8669283652515059,0.9999999999999999,5.201208186828398
8552ed57fffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed5bfffffff,41643.15502356704,12.370049852861166,494.819970246401,0.0,0.0,0.6675441779457167,0.5054470461219526,3.085581096093677,0.0,0.0,0.35,0.15743418413126245,0.2566974476062127,0.2221848646161258,0.682673687301879,0.8505273325051845,1.0,5.156726956835397
8552ed63fffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed73fffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed77fffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed7bfffffff,27189.0,11.53681837,336.0,0.0,0.0,1.0,0.142226636,4.0,0.0,0.0,0.35,0.165,0.234,0.37,0.52,1.14,1.0,5.17
8552ed83fffffff,84781.0,35.74901082,1583.0,0.0,0.0,0.944173813,0.0,6.0,0.0,0.0,0.35,0.165,0.234,0.06,0.18,0.67,1.0,1.52
8552ed87fffffff,84162.52575393215,35.32019442106352,1562.7822189534322,0.0,0.0,0.928649270185937,0.0006568003308512424,5.900076864679237,0.0,0.0,0.35,0.16500000000000004,0.23400000000000004,0.06366384829509465,0.18566231100150993,0.6741634639716986,1.0,1.5508096333905688
8552ed8bfffffff,46906.52479170054,21.964990554248054,1323.5524370039907,0.0,0.0,0.9830048268565938,0.0,1.826580756096366,0.0,0.0,0.35,0.165,0.23399999999999999,0.2130253722764666,0.05479742268289098,1.1290761168293997,1.0,4.6778872278870836
8552ed8ffffffff,54009.78886689763,24.550149435711553,1372.2111852372373,0.0,0.0,0.9757221663256147,0.0,2.609295204888539,0.0,0.0,0.3499999999999999,0.16499999999999998,0.23399999999999999,0.18432584248742023,0.07827885614665617,1.0429775274622606,0.9999999999999998,4.085633294967671
8552ed93fffffff,63440.998782953975,20.953014813094622,885.4002618010643,0.0,0.0,0.4085108251674602,0.022662414722736557,2.5522253466279947,0.0,0.0,0.35,0.16499999999999998,0.23399999999999999,0.18641840395697354,0.37537389702441365,0.8136572772238335,1.0,2.583063851456368
8552ed97fffffff,53986.02650132494,14.397451357332585,576.3193896278233,0.0,0.0,0.17117819098721102,0.032703299953197505,1.0246427823450903,0.0,0.0,0.35,0.165,0.234,0.2424297646473467,0.4619369090004449,0.8773065507356212,1.0,3.0540684754435974
8552ed9bfffffff,84781.0,35.74901082,1583.0,0.0,0.0,0.944173813,0.0,6.0,0.0,0.0,0.35,0.165,0.234,0.06,0.18,0.67,1.0,1.52
8552eda3fffffff,64469.415168620384,28.35682134660169,1443.8616711886907,0.0,0.0,0.9649983769761061,0.0,3.7618499386920776,0.0,0.0,0.35,0.165,0.23399999999999999,0.14206550224795716,0.11285549816076232,0.9161965067438714,1.0,3.2135335463896606
8552eda7fffffff,92887.8839756269,63.315676260943434,2122.5151087089525,0.133713294557782,0.0,0.9429892817951284,0.0002958861534719012,7.885301094415671,0.0267426589115564,0.0,0.3499999999999999,0.165,0.234,0.059153336997297565,0.18129274971022208,0.6524408659430464,0.9999999999999999,1.557786898120157
8552edabfffffff,132498.1134338387,390.1894571833774,7556.539021031365,1.812468306211836,0.0,1.0,0.00401070272921146,24.287075303238602,0.3624936612423672,0.0,0.35,0.165,0.23400000000000004,0.20025139452667925,0.09424835192301548,0.9675063387576329,1.0,4.352654855548451
8552edaffffffff,264042.1415341773,860.5909158171397,15535.818504478433,4.084422845962343,0.0,0.9964373812247845,0.00903817506734388,55.11416372930067,0.8168845691924685,0.0,0.35,0.16500000000000004,0.234,0.0862458163527969,0.22387691579220004,0.4709966955329515,1.0,1.9227478334268167
