,h3_05,geometry,yeeap_number_of_sites,yeeap_distance_to_nearest_site_m
1460,8552c4c7fffffff,"POLYGON ((45.297249449940495 13.41606234614097, 45.27797119907454 13.332039351580436, 45.34019603397772 13.280702417937938, 45.42163966706188 13.313288080479946, 45.440992779699165 13.397209890748824, 45.3788275623066 13.448647219740113, 45.297249449940495 13.41606234614097))",1.0,7286.0938133431655
1461,8552c4cbfffffff,"POLYGON ((45.05231423360422 13.31801705059134, 45.03318786296429 13.233921785445647, 45.09566385027463 13.182657000820742, 45.17720781643954 13.215386733905639, 45.19640990570917 13.299381586424031, 45.133992474693436 13.350747117578598, 45.05231423360422 13.31801705059134))",0.0,21994.189693290336
1462,8552c4cffffffff,"POLYGON ((45.19640990570917 13.299381586424031, 45.17720781643954 13.215386733905639, 45.239491748265145 13.164150395187086, 45.32091883678476 13.196808312050837, 45.34019603397772 13.280702417937938, 45.27797119907454 13.332039351580436, 45.19640990570917 13.299381586424031))",2.0,5947.494266556042
1463,8552c4d3fffffff,"POLYGON ((45.10984721920369 13.570617518145394, 45.09064386447226 13.486365259774086, 45.15319525125457 13.434870964747157, 45.23489109813445 13.467528426231524, 45.254170295616625 13.551679729521487, 45.19167796911991 13.603274524582677, 45.10984721920369 13.570617518145394))",0.0,19504.520595688755
1464,8552c4d7fffffff,"POLYGON ((45.254170295616625 13.551679729521487, 45.23489109813445 13.467528426231524, 45.297249449940495 13.41606234614097, 45.3788275623066 13.448647219740113, 45.398181987585446 13.532697233328886, 45.33588323818392 13.584263660083266, 45.254170295616625 13.551679729521487))",0.0,15803.721549205422
1465,8552c4dbfffffff,"POLYGON ((45.00883100121097 13.453635008126401, 44.9897043120614 13.3694106453016, 45.05231423360422 13.31801705059134, 45.133992474693436 13.350747117578598, 45.15319525125457 13.434870964747157, 45.09064386447226 13.486365259774086, 45.00883100121097 13.453635008126401))",0.0,11750.75772337892
1466,8552c583fffffff,"POLYGON ((46.49816355609219 13.513992093550153, 46.47822530058149 13.430637114204965, 46.53897284514965 13.37931668766821, 46.6195945879962 13.411252406125957, 46.6396029157864 13.494503192184808, 46.578919592511376 13.545922440446994, 46.49816355609219 13.513992093550153))",0.0,11552.063269560786
1467,8552c587fffffff,"POLYGON ((46.6396029157864 13.494503192184808, 46.6195945879962 13.411252406125957, 46.680148043611545 13.359965052378266, 46.760645285256544 13.391829822911005, 46.78072307611106 13.47497613027802, 46.72023432602406 13.526362132122056, 46.6396029157864 13.494503192184808))",4.0,5291.191776390667
1468,8552c58bfffffff,"POLYGON ((46.397479681837375 13.398630229537499, 46.37761582319409 13.315298172266985, 46.43842708538324 13.264076789567635, 46.51903865225661 13.296088408684225, 46.53897284514965 13.37931668766821, 46.47822530058149 13.430637114204965, 46.397479681837375 13.398630229537499))",0.0,26767.172708182596
1469,8552c593fffffff,"POLYGON ((46.45722790213128 13.64892519336241, 46.43728567467934 13.56544407942602, 46.49816355609219 13.513992093550153, 46.578919592511376 13.545922440446994, 46.59893223999313 13.629299237319099, 46.5381185957716 13.680849991788794, 46.45722790213128 13.64892519336241))",0.0,21605.179241415728
1470,8552c597fffffff,"POLYGON ((46.59893223999313 13.629299237319099, 46.578919592511376 13.545922440446994, 46.6396029157864 13.494503192184808, 46.72023432602406 13.526362132122056, 46.740316781782866 13.60963432384529, 46.679698183481655 13.66115216714834, 46.59893223999313 13.629299237319099))",0.0,9192.42094488406
1471,8552c59bfffffff,"POLYGON ((46.356405642485306 13.533442104057466, 46.336538069496015 13.449983221952062, 46.397479681837375 13.398630229537499, 46.47822530058149 13.430637114204965, 46.49816355609219 13.513992093550153, 46.43728567467934 13.56544407942602, 46.356405642485306 13.533442104057466))",0.0,24875.094685175623
1472,8552c5b3fffffff,"POLYGON ((46.78072307611106 13.47497613027802, 46.760645285256544 13.391829822911005, 46.82100463941066 13.340576044853766, 46.90137676423569 13.372370086823269, 46.921523410010344 13.455411635190714, 46.86122923950292 13.506763885855802, 46.78072307611106 13.47497613027802))",0.0,17684.03228303723
1473,8552c5d3fffffff,"POLYGON ((46.113542103964065 13.43714013385126, 46.09382074090175 13.353601403991512, 46.155019116753 13.302315738307698, 46.235876294194775 13.334469411297675, 46.25566920987614 13.417904953905445, 46.194533559688864 13.469290001292595, 46.113542103964065 13.43714013385126))",1.0,6074.793984507599
1474,8552c5d7fffffff,"POLYGON ((46.25566920987614 13.417904953905445, 46.235876294194775 13.334469411297675, 46.29688113123824 13.283215632626742, 46.37761582319409 13.315298172266985, 46.397479681837375 13.398630229537499, 46.336538069496015 13.449983221952062, 46.25566920987614 13.417904953905445))",0.0,18228.633471149285
1475,8552c683fffffff,"POLYGON ((44.793991522081186 12.832240774893313, 44.77509392163115 12.748369686858537, 44.83760904094742 12.697537630008332, 44.91896490563864 12.730475316821924, 44.937938576929724 12.814247437042553, 44.87548047507323 12.865180840314837, 44.793991522081186 12.832240774893313))",6.0,2718.2200703428157
1476,8552c687fffffff,"POLYGON ((44.937938576929724 12.814247437042553, 44.91896490563864 12.730475316821924, 44.981290028028184 12.679671638500954, 45.062531422871835 12.712538880774503, 45.08158056221413 12.79621169531554, 45.01931300091073 12.8471165742127, 44.937938576929724 12.814247437042553))",1.0,9052.993691932836
1477,8552c693fffffff,"POLYGON ((44.750240257890454 12.967204962044917, 44.731343000284646 12.883202181237182, 44.793991522081186 12.832240774893313, 44.87548047507323 12.865180840314837, 44.89445417116857 12.949084545300149, 44.83186263879666 13.00014726282759, 44.750240257890454 12.967204962044917))",0.0,9546.443209463872
1478,8552c697fffffff,"POLYGON ((44.89445417116857 12.949084545300149, 44.87548047507323 12.865180840314837, 44.937938576929724 12.814247437042553, 45.01931300091073 12.8471165742127, 45.0383625303741 12.930920862545992, 44.97596196537063 12.981955431396317, 44.89445417116857 12.949084545300149))",29.0,2264.264502422568
1479,8552c69bfffffff,"POLYGON ((44.64974024770654 12.850191006379038, 44.63091932132342 12.766221293588446, 44.693624310944614 12.715361377254736, 44.77509392163115 12.748369686858537, 44.793991522081186 12.832240774893313, 44.731343000284646 12.883202181237182, 44.64974024770654 12.850191006379038))",1.0,5787.395892982472
1480,8552c6d3fffffff,"POLYGON ((44.40474708177236 12.750879353985416, 44.38607997341094 12.666846005260897, 44.449030086229 12.616060555497222, 44.530592080694035 12.649206656352113, 44.549336698172425 12.733142184501098, 44.48644197416241 12.784029437653993, 44.40474708177236 12.750879353985416))",0.0,30645.73967741356
1481,8552e003fffffff,"POLYGON ((45.89607503689471 15.033142270044076, 45.87617293144092 14.948327720995385, 45.938578740574734 14.895554835501093, 46.02082301807414 14.927498237450017, 46.0407997724257 15.01220774570754, 45.97845777238162 15.065078882224562, 45.89607503689471 15.033142270044076))",0.0,13888.24313276607
1482,8552e007fffffff,"POLYGON ((46.0407997724257 15.01220774570754, 46.02082301807414 14.927498237450017, 46.08302957603456 14.874753826854164, 46.16514871971469 14.90662083211049, 46.18519948434449 14.991224978302208, 46.12305726676245 15.044067469600906, 46.0407997724257 15.01220774570754))",0.0,29719.667558475416
1483,8552e00bfffffff,"POLYGON ((45.79380421425309 14.916307669040348, 45.77397966592601 14.831508591666584, 45.836448748550424 14.778834207378239, 45.91867927754726 14.81086038967749, 45.938578740574734 14.895554835501093, 45.87617293144092 14.948327720995385, 45.79380421425309 14.916307669040348))",0.0,16017.849340293187
1484,8552e00ffffffff,"POLYGON ((45.938578740574734 14.895554835501093, 45.91867927754726 14.81086038967749, 45.98094964290577 14.758214311882089, 46.06305583518533 14.790164336408743, 46.08302957603456 14.874753826854164, 46.02082301807414 14.927498237450017, 45.938578740574734 14.895554835501093))",0.0,28079.690913745628
1485,8552e013fffffff,"POLYGON ((45.853437953536314 15.170975462456147, 45.83353330900763 15.086041471735284, 45.89607503689471 15.033142270044076, 45.97845777238162 15.065078882224562, 45.99843743903681 15.149907750462274, 45.93595952079277 15.202905118544416, 45.853437953536314 15.170975462456147))",0.0,11986.098596483442
1486,8552e017fffffff,"POLYGON ((45.99843743903681 15.149907750462274, 45.97845777238162 15.065078882224562, 46.0407997724257 15.01220774570754, 46.12305726676245 15.044067469600906, 46.1431113142846 15.128790891184217, 46.08083365906491 15.181760023945397, 45.99843743903681 15.149907750462274))",0.0,24627.897648262726
1487,8552e01bfffffff,"POLYGON ((45.7510260321397 15.054027714588038, 45.73119921508198 14.969108451485052, 45.79380421425309 14.916307669040348, 45.87617293144092 14.948327720995385, 45.89607503689471 15.033142270044076, 45.83353330900763 15.086041471735284, 45.7510260321397 15.054027714588038))",3.0,3139.692868244662
1488,8552e023fffffff,"POLYGON ((46.227155974856 14.85390547019521, 46.20710859217464 14.769421253522422, 46.26898135803816 14.71683349966592, 46.35083682156917 14.748631959772824, 46.37095721103187 14.833010589690021, 46.30914930094531 14.885696333331774, 46.227155974856 14.85390547019521))",0.0,18477.399039097723
1489,8552e027fffffff,"POLYGON ((46.37095721103187 14.833010589690021, 46.35083682156917 14.748631959772824, 46.412510723964125 14.69607421503506, 46.49423981603164 14.727797270939485, 46.51443257821292 14.81207000650715, 46.452824046087365 14.864725566493876, 46.37095721103187 14.833010589690021))",1.0,5946.9031974299105
1490,8552e02bfffffff,"POLYGON ((46.125127425150154 14.737547136808068, 46.10515679800225 14.653078313589601, 46.167093892039574 14.600588800810867, 46.248937455375184 14.632469858249861, 46.26898135803816 14.71683349966592, 46.20710859217464 14.769421253522422, 46.125127425150154 14.737547136808068))",1.0,8363.404839859535
1491,8552e02ffffffff,"POLYGON ((46.26898135803816 14.71683349966592, 46.248937455375184 14.632469858249861, 46.310676203098396 14.580010181917334, 46.39239417820727 14.611816065569514, 46.412510723964125 14.69607421503506, 46.35083682156917 14.748631959772824, 46.26898135803816 14.71683349966592))",0.0,9133.233845930346
1492,8552e033fffffff,"POLYGON ((46.18519948434449 14.991224978302208, 46.16514871971469 14.90662083211049, 46.227155974856 14.85390547019521, 46.30914930094531 14.885696333331774, 46.32927343816275 14.970194801623224, 46.2673310481814 15.023008071862407, 46.18519948434449 14.991224978302208))",0.0,32176.47831043209
1493,8552e037fffffff,"POLYGON ((46.32927343816275 14.970194801623224, 46.30914930094531 14.885696333331774, 46.37095721103187 14.833010589690021, 46.452824046087365 14.864725566493876, 46.473020919180435 14.949118046468296, 46.411278392539025 15.001901524032766, 46.32927343816275 14.970194801623224))",0.0,22329.234914446148
1494,8552e03bfffffff,"POLYGON ((46.08302957603456 14.874753826854164, 46.06305583518533 14.790164336408743, 46.125127425150154 14.737547136808068, 46.20710859217464 14.769421253522422, 46.227155974856 14.85390547019521, 46.16514871971469 14.90662083211049, 46.08302957603456 14.874753826854164))",0.0,23558.46249357284
1495,8552e043fffffff,"POLYGON ((45.546480671342835 14.819928875351431, 45.526809488694134 14.73504253438784, 45.58953941604474 14.68243933055896, 45.671878502241356 14.714623549124017, 45.69162549907883 14.799406002923789, 45.62895776681589 14.852108117874213, 45.546480671342835 14.819928875351431))",0.0,11500.303211529852
1496,8552e047fffffff,"POLYGON ((45.69162549907883 14.799406002923789, 45.671878502241356 14.714623549124017, 45.73441032291409 14.662047911616643, 45.81662657344104 14.694155972552222, 45.836448748550424 14.778834207378239, 45.77397966592601 14.831508591666584, 45.69162549907883 14.799406002923789))",3.0,7459.37339303914
1497,8552e04bfffffff,"POLYGON ((45.44434828071142 14.702781915530183, 45.42475490187699 14.617913767730716, 45.48754648652022 14.565409714018053, 45.56986996350337 14.597674651547315, 45.58953941604474 14.68243933055896, 45.526809488694134 14.73504253438784, 45.44434828071142 14.702781915530183))",0.0,16632.422029660625
1498,8552e04ffffffff,"POLYGON ((45.58953941604474 14.68243933055896, 45.56986996350337 14.597674651547315, 45.63246398695998 14.545198001775134, 45.714665430763 14.577387035709545, 45.73441032291409 14.662047911616643, 45.671878502241356 14.714623549124017, 45.58953941604474 14.68243933055896))",0.0,20580.079518497656
1499,8552e053fffffff,"POLYGON ((45.50328717163417 14.9576654881768, 45.483614366647025 14.87265814102842, 45.546480671342835 14.819928875351431, 45.62895776681589 14.852108117874213, 45.64870676272532 14.937011497515016, 45.58590264422292 14.989839594820195, 45.50328717163417 14.9576654881768))",4.0,6591.304520740491
1500,8552e057fffffff,"POLYGON ((45.64870676272532 14.937011497515016, 45.62895776681589 14.852108117874213, 45.69162549907883 14.799406002923789, 45.77397966592601 14.831508591666584, 45.79380421425309 14.916307669040348, 45.73119921508198 14.969108451485052, 45.64870676272532 14.937011497515016))",1.0,8332.89640894889
1501,8552e05bfffffff,"POLYGON ((45.40101506215734 14.840401998769229, 45.38142033036151 14.75541210792015, 45.44434828071142 14.702781915530183, 45.526809488694134 14.73504253438784, 45.546480671342835 14.819928875351431, 45.483614366647025 14.87265814102842, 45.40101506215734 14.840401998769229))",0.0,10414.758037637917
1502,8552e063fffffff,"POLYGON ((45.878960213343255 14.641608475059083, 45.8591405149208 14.557051731133303, 45.92133918392559 14.504631599788867, 46.00329444702491 14.536669546027031, 46.02318831918984 14.621121834513612, 45.96105292464265 14.673640622391993, 45.878960213343255 14.641608475059083))",0.0,19163.26302782541
1503,8552e067fffffff,"POLYGON ((46.02318831918984 14.621121834513612, 46.00329444702491 14.536669546027031, 46.065295341718866 14.484278521035304, 46.14712647780116 14.516241285823396, 46.167093892039574 14.600588800810867, 46.10515679800225 14.653078313589601, 46.02318831918984 14.621121834513612))",1.0,3420.5876553430935
1504,8552e06bfffffff,"POLYGON ((45.77706181250145 14.524938361411895, 45.757319129628975 14.440399706962285, 45.819580543103775 14.38807847235494, 45.901522064650656 14.420196986656835, 45.92133918392559 14.504631599788867, 45.8591405149208 14.557051731133303, 45.77706181250145 14.524938361411895))",0.0,32934.0918238269
1505,8552e06ffffffff,"POLYGON ((45.92133918392559 14.504631599788867, 45.901522064650656 14.420196986656835, 45.96358623259102 14.367904691565332, 46.045404415990475 14.399948269790842, 46.065295341718866 14.484278521035304, 46.00329444702491 14.536669546027031, 45.92133918392559 14.504631599788867))",0.0,18072.056998346612
1506,8552e073fffffff,"POLYGON ((45.836448748550424 14.778834207378239, 45.81662657344104 14.694155972552222, 45.878960213343255 14.641608475059083, 45.96105292464265 14.673640622391993, 45.98094964290577 14.758214311882089, 45.91867927754726 14.81086038967749, 45.836448748550424 14.778834207378239))",0.0,21707.879253833937
1507,8552e077fffffff,"POLYGON ((45.98094964290577 14.758214311882089, 45.96105292464265 14.673640622391993, 46.02318831918984 14.621121834513612, 46.10515679800225 14.653078313589601, 46.125127425150154 14.737547136808068, 46.06305583518533 14.790164336408743, 45.98094964290577 14.758214311882089))",0.0,16311.843876012297
