,h3_05,geometry,yeeap_number_of_sites,yeeap_distance_to_nearest_site_m
1368,85526ad3fffffff,"POLYGON ((52.105085485788315 18.808444562031156, 52.081340403785234 18.725888077978322, 52.1373747081986 18.67037703436787, 52.217064654178486 18.697340523100067, 52.2408616915303 18.779776526164017, 52.18491700003666 18.83536946024985, 52.105085485788315 18.808444562031156))",0.0,119578.99740013032
1369,85526adbfffffff,"POLYGON ((52.00149005186918 18.698849874612176, 51.97781563785406 18.616262612528665, 52.03393909337077 18.56083388347739, 52.113647984222744 18.58791004148189, 52.1373747081986 18.67037703436787, 52.081340403785234 18.725888077978322, 52.00149005186918 18.698849874612176))",0.0,112764.81669624502
1370,85526e4ffffffff,"POLYGON ((51.9035080583966 19.11419651824371, 51.879779508598055 19.031342800974933, 51.93627502990193 18.975532433738046, 52.01640964971162 19.00249395829255, 52.04019138373931 19.08522718903175, 51.98378548875359 19.14111932161622, 51.9035080583966 19.11419651824371))",0.0,161363.3650073499
1371,85526e6bfffffff,"POLYGON ((52.07269120854403 18.94672836008519, 52.04892778967883 18.864083127794522, 52.105085485788315 18.808444562031156, 52.18491700003666 18.83536946024985, 52.20873266245124 18.917894137070558, 52.15266474041603 18.97361441001576, 52.07269120854403 18.94672836008519))",0.0,136055.3696832019
1372,85527127fffffff,"POLYGON ((49.991460922006105 18.841204097316044, 49.96867682561378 18.757015464118687, 50.02775144739558 18.701216282145197, 50.109526736780026 18.729519465805485, 50.13237242226726 18.81359052737568, 50.07338141100008 18.869475930246804, 49.991460922006105 18.841204097316044))",0.0,166340.97980079695
1373,8552712bfffffff,"POLYGON ((49.745377378953435 18.756004934010257, 49.72273131581389 18.671674720072495, 49.782103705722406 18.6159252724529, 49.86403965027527 18.644419144577228, 49.886748321828534 18.728632262227325, 49.82745862258124 18.784468559230174, 49.745377378953435 18.756004934010257))",0.0,165438.34414146366
1374,8552712ffffffff,"POLYGON ((49.886748321828534 18.728632262227325, 49.86403965027527 18.644419144577228, 49.92319736941241 18.588706583817103, 50.00498084426121 18.61712047367197, 50.02775144739558 18.701216282145197, 49.96867682561378 18.757015464118687, 49.886748321828534 18.728632262227325))",0.0,158800.8399548874
1375,8552714ffffffff,"POLYGON ((49.21406555347677 18.72435484247185, 49.19168823622237 18.63965238294812, 49.25178665225321 18.583883923413925, 49.3341816695613 18.612729964340147, 49.35662397661307 18.6973162771069, 49.29660646035738 18.75317265484735, 49.21406555347677 18.72435484247185))",0.0,176419.16957234382
1376,85527163fffffff,"POLYGON ((49.49881669935815 18.67023114110238, 49.47631008533425 18.585761207061733, 49.535979093205526 18.530062961120233, 49.61807314188577 18.55874713586931, 49.64064338230199 18.64310046463477, 49.58105613021361 18.698886180994347, 49.49881669935815 18.67023114110238))",0.0,159957.4702973922
1377,85527167fffffff,"POLYGON ((49.64064338230199 18.64310046463477, 49.61807314188577 18.55874713586931, 49.67752770494625 18.50308493293605, 49.75947051720793 18.531688770125808, 49.782103705722406 18.6159252724529, 49.72273131581389 18.671674720072495, 49.64064338230199 18.64310046463477))",0.0,153623.06316639553
1378,8552716bfffffff,"POLYGON ((49.39406529799524 18.55699629773559, 49.37163489803346 18.472504632958785, 49.4313851399155 18.41689424762304, 49.513484730069585 18.44568762439087, 49.535979093205526 18.530062961120233, 49.47631008533425 18.585761207061733, 49.39406529799524 18.55699629773559))",0.0,150709.82326903252
1379,8552716ffffffff,"POLYGON ((49.535979093205526 18.530062961120233, 49.513484730069585 18.44568762439087, 49.57302094810254 18.39011305764332, 49.65497005599996 18.418826148344124, 49.67752770494625 18.50308493293605, 49.61807314188577 18.55874713586931, 49.535979093205526 18.530062961120233))",0.0,143005.5898350039
1380,85527177fffffff,"POLYGON ((49.60363890574086 18.78333327298738, 49.58105613021361 18.698886180994347, 49.64064338230199 18.64310046463477, 49.72273131581389 18.671674720072495, 49.745377378953435 18.756004934010257, 49.685872403776834 18.811877726775275, 49.60363890574086 18.78333327298738))",0.0,170532.15383228817
1381,8552717bfffffff,"POLYGON ((49.35662397661307 18.6973162771069, 49.3341816695613 18.612729964340147, 49.39406529799524 18.55699629773559, 49.47631008533425 18.585761207061733, 49.49881669935815 18.67023114110238, 49.439014402259325 18.72605250264404, 49.35662397661307 18.6973162771069))",0.0,167609.79306832518
1382,85527223fffffff,"POLYGON ((48.11472656779807 18.258643070179247, 48.09300751154018 18.173389850095536, 48.154353924669984 18.117938239348447, 48.237343196285465 18.14764915002121, 48.259131625193724 18.23278872440973, 48.19786159431535 18.28833100170269, 48.11472656779807 18.258643070179247))",0.0,221220.6976103091
1383,85527227fffffff,"POLYGON ((48.259131625193724 18.23278872440973, 48.237343196285465 18.14764915002121, 48.298476596680416 18.092228700869278, 48.381321750120804 18.12185733662965, 48.4031788664637 18.206882996576034, 48.342122325904924 18.262393901993338, 48.259131625193724 18.23278872440973))",0.0,205761.46965012723
1384,8552722bfffffff,"POLYGON ((48.00987471583607 18.143596290469333, 47.98823404668809 18.0583287878908, 48.04965629701267 18.002968205221485, 48.132643563420594 18.03278406584784, 48.154353924669984 18.117938239348447, 48.09300751154018 18.173389850095536, 48.00987471583607 18.143596290469333))",0.0,225622.36034464964
1385,8552722ffffffff,"POLYGON ((48.154353924669984 18.117938239348447, 48.132643563420594 18.03278406584784, 48.19385328195621 17.977454436073888, 48.276697227236475 18.007188128121754, 48.298476596680416 18.092228700869278, 48.237343196285465 18.14764915002121, 48.154353924669984 18.117938239348447))",0.0,209792.87156944972
1386,85527267fffffff,"POLYGON ((47.90510405906959 18.028430389158974, 47.88354180671766 17.943149754749612, 47.94503934885195 17.887880557567023, 48.02802403530298 17.91780057902007, 48.04965629701267 18.002968205221485, 47.98823404668809 18.0583287878908, 47.90510405906959 18.028430389158974))",0.0,228884.62449709536
1387,8552726ffffffff,"POLYGON ((47.80041520305763 17.91314731189058, 47.77893139547724 17.827854698115953, 47.84050368373163 17.772677239678877, 47.92348521685862 17.80270062690699, 47.94503934885195 17.887880557567023, 47.88354180671766 17.943149754749612, 47.80041520305763 17.91314731189058))",0.0,212233.92279504455
1388,85527303fffffff,"POLYGON ((48.79482172083908 18.269061049771825, 48.772752216170126 18.18428066566902, 48.83316893655867 18.128867714620185, 48.91557656350009 18.158145665726323, 48.93771238477755 18.242811061878534, 48.87737444518485 18.29831345754085, 48.79482172083908 18.269061049771825))",0.0,160029.42398532687
1389,85527307fffffff,"POLYGON ((48.93771238477755 18.242811061878534, 48.91557656350009 18.158145665726323, 48.97578025793523 18.102766628420085, 49.05804072930179 18.131963721934618, 49.08024218856738 18.216513886434168, 49.02011772059333 18.271982150681556, 48.93771238477755 18.242811061878534))",0.0,146468.66550050452
1390,8552730bfffffff,"POLYGON ((48.69019797746423 18.15492147706869, 48.66820553441476 18.07012442996385, 48.72870050456046 18.01480129523412, 48.81110985038165 18.044185354850804, 48.83316893655867 18.128867714620185, 48.772752216170126 18.18428066566902, 48.69019797746423 18.15492147706869))",0.0,160601.56296428439
1391,8552730ffffffff,"POLYGON ((48.83316893655867 18.128867714620185, 48.81110985038165 18.044185354850804, 48.871392243694984 17.988895917641486, 48.95365520613691 18.01819920260611, 48.97578025793523 18.102766628420085, 48.91557656350009 18.158145665726323, 48.83316893655867 18.128867714620185))",0.0,146121.31734527458
1392,85527313fffffff,"POLYGON ((48.75635002756824 18.409474577356622, 48.734270172770024 18.32459694777364, 48.79482172083908 18.269061049771825, 48.87737444518485 18.29831345754085, 48.899520969778905 18.38307604914946, 48.83904828376546 18.438701233800796, 48.75635002756824 18.409474577356622))",0.0,174514.04531730566
1393,85527317fffffff,"POLYGON ((48.899520969778905 18.38307604914946, 48.87737444518485 18.29831345754085, 48.93771238477755 18.242811061878534, 49.02011772059333 18.271982150681556, 49.04233023319557 18.356629458064702, 48.982071604943386 18.41222092264649, 48.899520969778905 18.38307604914946))",0.0,161402.3284917161
1394,8552731bfffffff,"POLYGON ((48.65157060875768 18.295262837056978, 48.62956810135379 18.210367714184894, 48.69019797746423 18.15492147706869, 48.772752216170126 18.18428066566902, 48.79482172083908 18.269061049771825, 48.734270172770024 18.32459694777364, 48.65157060875768 18.295262837056978))",0.0,174065.4686610681
1395,85527323fffffff,"POLYGON ((49.118031536498826 18.07661922082296, 49.09584119454829 17.99216697013198, 49.15569883808114 17.936946785947065, 49.23766742823878 17.966089649342273, 49.259922386951736 18.05042648916232, 49.20014431943356 18.105735836866657, 49.118031536498826 18.07661922082296))",0.0,118561.35993427223
1396,85527327fffffff,"POLYGON ((49.259922386951736 18.05042648916232, 49.23766742823878 17.966089649342273, 49.29731291646878 17.910905010242747, 49.37913353942338 17.939968227099587, 49.4014524436297 18.024189425687858, 49.34188695949018 18.07946300802618, 49.259922386951736 18.05042648916232))",0.0,105812.10891541363
1397,8552732bfffffff,"POLYGON ((49.013725154288025 17.962944083978947, 48.99161093729526 17.878475395817027, 49.05154763565873 17.823344747167045, 49.133519676603406 17.852593212443225, 49.15569883808114 17.936946785947065, 49.09584119454829 17.99216697013198, 49.013725154288025 17.962944083978947))",0.0,118360.61518387079
1398,8552732ffffffff,"POLYGON ((49.15569883808114 17.936946785947065, 49.133519676603406 17.852593212443225, 49.193244651209106 17.797497889985387, 49.275069480760045 17.826666784651984, 49.29731291646878 17.910905010242747, 49.23766742823878 17.966089649342273, 49.15569883808114 17.936946785947065))",0.0,104240.27000614785
1399,85527333fffffff,"POLYGON ((49.08024218856738 18.216513886434168, 49.05804072930179 18.131963721934618, 49.118031536498826 18.07661922082296, 49.20014431943356 18.105735836866657, 49.22241074014567 18.190170531458033, 49.1624995980156 18.245604040476202, 49.08024218856738 18.216513886434168))",0.0,133514.23785859818
1400,85527337fffffff,"POLYGON ((49.22241074014567 18.190170531458033, 49.20014431943356 18.105735836866657, 49.259922386951736 18.05042648916232, 49.34188695949018 18.07946300802618, 49.36421766722786 18.16378199986777, 49.30451969635364 18.21918013511895, 49.22241074014567 18.190170531458033))",0.0,121345.2369345019
1401,8552733bfffffff,"POLYGON ((48.97578025793523 18.102766628420085, 48.95365520613691 18.01819920260611, 49.013725154288025 17.962944083978947, 49.09584119454829 17.99216697013198, 49.118031536498826 18.07661922082296, 49.05804072930179 18.131963721934618, 48.97578025793523 18.102766628420085))",0.0,132063.03941891986
1402,85527343fffffff,"POLYGON ((48.442242232936124 18.066468690769433, 48.42039453738765 17.981541984867558, 48.48117946570068 17.926276176168845, 48.563735013532046 17.9558466416002, 48.58565035495778 18.040659220115703, 48.52494268528548 18.096015426118534, 48.442242232936124 18.066468690769433))",0.0,178506.22583468407
1403,85527347fffffff,"POLYGON ((48.58565035495778 18.040659220115703, 48.563735013532046 17.9558466416002, 48.624307701925495 17.900613690877815, 48.70671819557692 17.93010309912496, 48.72870050456046 18.01480129523412, 48.66820553441476 18.07012442996385, 48.58565035495778 18.040659220115703))",0.0,163097.9513332114
1404,8552734bfffffff,"POLYGON ((48.33769450199905 17.951890091368654, 48.315924267519925 17.866949299779268, 48.3767859191343 17.81177425050979, 48.45934126421588 17.841449199841957, 48.48117946570068 17.926276176168845, 48.42039453738765 17.981541984867558, 48.33769450199905 17.951890091368654))",0.0,183265.52346322403
1405,8552734ffffffff,"POLYGON ((48.48117946570068 17.926276176168845, 48.45934126421588 17.841449199841957, 48.51999113890055 17.786306796769185, 48.60240221054889 17.81590078774108, 48.624307701925495 17.900613690877815, 48.563735013532046 17.9558466416002, 48.48117946570068 17.926276176168845))",0.0,167432.14712722422
1406,85527353fffffff,"POLYGON ((48.4031788664637 18.206882996576034, 48.381321750120804 18.12185733662965, 48.442242232936124 18.066468690769433, 48.52494268528548 18.096015426118534, 48.546867805706924 18.180926908454424, 48.48602465315571 18.236405798756326, 48.4031788664637 18.206882996576034))",0.0,190479.25382284872
1407,85527357fffffff,"POLYGON ((48.546867805706924 18.180926908454424, 48.52494268528548 18.096015426118534, 48.58565035495778 18.040659220115703, 48.66820553441476 18.07012442996385, 48.69019797746423 18.15492147706869, 48.62956810135379 18.210367714184894, 48.546867805706924 18.180926908454424))",0.0,175409.8109054153
1408,8552735bfffffff,"POLYGON ((48.298476596680416 18.092228700869278, 48.276697227236475 18.007188128121754, 48.33769450199905 17.951890091368654, 48.42039453738765 17.981541984867558, 48.442242232936124 18.066468690769433, 48.381321750120804 18.12185733662965, 48.298476596680416 18.092228700869278))",0.0,194080.60795780507
1409,85527363fffffff,"POLYGON ((48.76707875968632 17.874903631170685, 48.745106653621555 17.79030505365796, 48.805333309256575 17.73522980779521, 48.887454160482946 17.76466298301022, 48.90949220798605 17.849146987927273, 48.8493436435209 17.90431235346931, 48.76707875968632 17.874903631170685))",0.0,136143.3721306334
1410,85527367fffffff,"POLYGON ((48.90949220798605 17.849146987927273, 48.887454160482946 17.76466298301022, 48.947469391961086 17.709622237924243, 49.02944431797024 17.738975556386773, 49.05154763565873 17.823344747167045, 48.99161093729526 17.878475395817027, 48.90949220798605 17.849146987927273))",0.0,120755.53857023994
1411,8552736bfffffff,"POLYGON ((48.66284041689647 17.76079165417381, 48.640944845757 17.676179190308783, 48.7012490669367 17.621194426684482, 48.78337147411347 17.650731608836125, 48.805333309256575 17.73522980779521, 48.745106653621555 17.79030505365796, 48.66284041689647 17.76079165417381))",0.0,141472.85923686452
1412,8552736ffffffff,"POLYGON ((48.805333309256575 17.73522980779521, 48.78337147411347 17.650731608836125, 48.84346471648149 17.595781131328177, 48.925441962962125 17.625238548298476, 48.947469391961086 17.709622237924243, 48.887454160482946 17.76466298301022, 48.805333309256575 17.73522980779521))",0.0,125597.29976127455
1413,85527373fffffff,"POLYGON ((48.72870050456046 18.01480129523412, 48.70671819557692 17.93010309912496, 48.76707875968632 17.874903631170685, 48.8493436435209 17.90431235346931, 48.871392243694984 17.988895917641486, 48.81110985038165 18.044185354850804, 48.72870050456046 18.01480129523412))",0.0,147895.27028999806
1414,85527377fffffff,"POLYGON ((48.871392243694984 17.988895917641486, 48.8493436435209 17.90431235346931, 48.90949220798605 17.849146987927273, 48.99161093729526 17.878475395817027, 49.013725154288025 17.962944083978947, 48.95365520613691 18.01819920260611, 48.871392243694984 17.988895917641486))",0.0,132954.88573092077
1415,8552737bfffffff,"POLYGON ((48.624307701925495 17.900613690877815, 48.60240221054889 17.81590078774108, 48.66284041689647 17.76079165417381, 48.745106653621555 17.79030505365796, 48.76707875968632 17.874903631170685, 48.70671819557692 17.93010309912496, 48.624307701925495 17.900613690877815))",0.0,151715.75093907394
1416,85527387fffffff,"POLYGON ((48.96613623965805 18.63751793782054, 48.9439018156423 18.552678687544667, 49.00429510607482 18.49696459445882, 49.08684307604521 18.526001186447182, 49.10914350862986 18.610724813441234, 49.04883014679109 18.666527432797714, 48.96613623965805 18.63751793782054))",0.0,180684.20195269404
1417,8552738bfffffff,"POLYGON ((48.71775328452744 18.550106934985866, 48.69566314882272 18.46513284634737, 48.75635002756824 18.409474577356622, 48.83904828376546 18.438701233800796, 48.861205444669004 18.523560238433426, 48.80059750856927 18.57930763364441, 48.71775328452744 18.550106934985866))",0.0,189454.16411956458
1418,8552738ffffffff,"POLYGON ((48.861205444669004 18.523560238433426, 48.83904828376546 18.438701233800796, 48.899520969778905 18.38307604914946, 48.982071604943386 18.41222092264649, 49.00429510607482 18.49696459445882, 48.9439018156423 18.552678687544667, 48.861205444669004 18.523560238433426))",0.0,176742.16435787248
1419,855273a3fffffff,"POLYGON ((49.14702186292975 18.470321032598548, 49.12473270446408 18.385692936920876, 49.18477741891649 18.330135822856192, 49.2670311944635 18.35911829555744, 49.2893853294899 18.44363057725331, 49.22942089507393 18.4992761600731, 49.14702186292975 18.470321032598548))",0.0,153382.76945073696
1420,855273a7fffffff,"POLYGON ((49.2893853294899 18.44363057725331, 49.2670311944635 18.35911829555744, 49.326862147964064 18.303596157158633, 49.4089667069397 18.332498012321878, 49.4313851399155 18.41689424762304, 49.37163489803346 18.472504632958785, 49.2893853294899 18.44363057725331))",0.0,143046.90538741634
1421,855273abfffffff,"POLYGON ((49.04233023319557 18.356629458064702, 49.02011772059333 18.271982150681556, 49.08024218856738 18.216513886434168, 49.1624995980156 18.245604040476202, 49.18477741891649 18.330135822856192, 49.12473270446408 18.385692936920876, 49.04233023319557 18.356629458064702))",0.0,148922.77573131246
1422,855273affffffff,"POLYGON ((49.18477741891649 18.330135822856192, 49.1624995980156 18.245604040476202, 49.22241074014567 18.190170531458033, 49.30451969635364 18.21918013511895, 49.326862147964064 18.303596157158633, 49.2670311944635 18.35911829555744, 49.18477741891649 18.330135822856192))",0.0,137234.44237086788
1423,855273b3fffffff,"POLYGON ((49.10914350862986 18.610724813441234, 49.08684307604521 18.526001186447182, 49.14702186292975 18.470321032598548, 49.22942089507393 18.4992761600731, 49.25178665225321 18.583883923413925, 49.19168823622237 18.63965238294812, 49.10914350862986 18.610724813441234))",0.0,169728.67216997847
1424,855273b7fffffff,"POLYGON ((49.25178665225321 18.583883923413925, 49.22942089507393 18.4992761600731, 49.2893853294899 18.44363057725331, 49.37163489803346 18.472504632958785, 49.39406529799524 18.55699629773559, 49.3341816695613 18.612729964340147, 49.25178665225321 18.583883923413925))",0.0,159680.78252412524
1425,855273bbfffffff,"POLYGON ((49.00429510607482 18.49696459445882, 48.982071604943386 18.41222092264649, 49.04233023319557 18.356629458064702, 49.12473270446408 18.385692936920876, 49.14702186292975 18.470321032598548, 49.08684307604521 18.526001186447182, 49.00429510607482 18.49696459445882))",0.0,164671.8807639431
1426,855273c3fffffff,"POLYGON ((48.46892480298384 18.46212334492193, 48.446980341235935 18.37701640019925, 48.507959480645454 18.32141540570512, 48.590805324375076 18.350831603078397, 48.612817825554856 18.435824018878733, 48.55191662820129 18.49151473121343, 48.46892480298384 18.46212334492193))",0.0,202173.23777100333
1427,855273c7fffffff,"POLYGON ((48.612817825554856 18.435824018878733, 48.590805324375076 18.350831603078397, 48.65157060875768 18.295262837056978, 48.734270172770024 18.32459694777364, 48.75635002756824 18.409474577356622, 48.69566314882272 18.46513284634737, 48.612817825554856 18.435824018878733))",0.0,188135.64025082116
1428,855273cbfffffff,"POLYGON ((48.36398878888332 18.347517732783295, 48.342122325904924 18.262393901993338, 48.4031788664637 18.206882996576034, 48.48602465315571 18.236405798756326, 48.507959480645454 18.32141540570512, 48.446980341235935 18.37701640019925, 48.36398878888332 18.347517732783295))",0.0,203202.82241772645
1429,855273cffffffff,"POLYGON ((48.507959480645454 18.32141540570512, 48.48602465315571 18.236405798756326, 48.546867805706924 18.180926908454424, 48.62956810135379 18.210367714184894, 48.65157060875768 18.295262837056978, 48.590805324375076 18.350831603078397, 48.507959480645454 18.32141540570512))",0.0,188480.44672624697
1430,8552a997fffffff,"POLYGON ((42.17097763562059 15.136281855936263, 42.15321915358127 15.04923321445888, 42.22031651326088 14.996278721421731, 42.30512450297692 15.030270789080125, 42.3229730895112 15.117224728153044, 42.25592375341535 15.170281321601204, 42.17097763562059 15.136281855936263))",0.0,49885.86229603628
1431,8552ad03fffffff,"POLYGON ((41.715448214946484 15.596257780877222, 41.69789763005716 15.508655215773986, 41.765820888026 15.4553341101808, 41.85124862668252 15.489513562817397, 41.868891895989904 15.577022365963794, 41.80101491520453 15.630445501262306, 41.715448214946484 15.596257780877222))",0.0,88610.70245704662
1432,8552ad2bfffffff,"POLYGON ((41.968909280947805 15.29561895438517, 41.95124953473479 15.208353347435963, 42.01868576340571 15.155270797110068, 42.10373469127544 15.189351759058503, 42.12148560974398 15.276523122098824, 42.05409660009592 15.329707788195067, 41.968909280947805 15.29561895438517))",0.0,60673.329523013126
1433,8552ada7fffffff,"POLYGON ((42.22852238496906 15.800585205269975, 42.21061942376899 15.713120390399215, 42.27805899009544 15.659618152196494, 42.363352805479565 15.693479316244856, 42.38134674668543 15.780848478478068, 42.313956067349295 15.834452147659693, 42.22852238496906 15.800585205269975))",0.0,44903.46411442421
1434,8552adb7fffffff,"POLYGON ((42.178831033050145 15.941784426283126, 42.1609355653507 15.85420068855301, 42.22852238496906 15.800585205269975, 42.313956067349295 15.834452147659693, 42.33194295187228 15.921940237069311, 42.26440491264459 15.975657051021985, 42.178831033050145 15.941784426283126))",0.0,54514.1671280451
1435,8552c403fffffff,"POLYGON ((45.483671809546586 13.261980274515185, 45.46432011455155 13.178187244024505, 45.52621963735234 13.127009377269417, 45.60741085929878 13.159524251618727, 45.62683644260932 13.243215883168308, 45.56499707964049 13.29449403510201, 45.483671809546586 13.261980274515185))",0.0,20147.422903642906
1436,8552c40bfffffff,"POLYGON ((45.38301061070266 13.145600947214822, 45.36373457323678 13.061836301420179, 45.42569374022404 13.010758918673192, 45.50686946400983 13.043345694519967, 45.52621963735234 13.127009377269417, 45.46432011455155 13.178187244024505, 45.38301061070266 13.145600947214822))",2.0,7503.661458692911
1437,8552c413fffffff,"POLYGON ((45.440992779699165 13.397209890748824, 45.42163966706188 13.313288080479946, 45.483671809546586 13.261980274515185, 45.56499707964049 13.29449403510201, 45.584424442138484 13.378314334645, 45.522452449321804 13.429722380199644, 45.440992779699165 13.397209890748824))",0.0,19988.96535950812
1438,8552c417fffffff,"POLYGON ((45.584424442138484 13.378314334645, 45.56499707964049 13.29449403510201, 45.62683644260932 13.243215883168308, 45.708042656829655 13.275657943861544, 45.7275436579498 13.359376411474848, 45.66576497066869 13.41075464510268, 45.584424442138484 13.378314334645))",1.0,7306.927110893996
1439,8552c41bfffffff,"POLYGON ((45.34019603397772 13.280702417937938, 45.32091883678476 13.196808312050837, 45.38301061070266 13.145600947214822, 45.46432011455155 13.178187244024505, 45.483671809546586 13.261980274515185, 45.42163966706188 13.313288080479946, 45.34019603397772 13.280702417937938))",1.0,7598.57532022941
1440,8552c443fffffff,"POLYGON ((45.13888041673952 13.047555862843534, 45.1197550125974 12.963720519639834, 45.18196449565566 12.91271462301144, 45.263240950373344 12.945443238299884, 45.28244134174886 13.029178385377778, 45.22029045439286 13.080285112211298, 45.13888041673952 13.047555862843534))",0.0,19367.085328567133
1441,8552c447fffffff,"POLYGON ((45.28244134174886 13.029178385377778, 45.263240950373344 12.945443238299884, 45.32525924613131 12.8944665337291, 45.40641896754499 12.927124295882626, 45.42569374022404 13.010758918673192, 45.36373457323678 13.061836301420179, 45.28244134174886 13.029178385377778))",0.0,12599.750364004416
1442,8552c44bfffffff,"POLYGON ((45.0383625303741 12.930920862545992, 45.01931300091073 12.8471165742127, 45.08158056221413 12.79621169531554, 45.162839737472446 12.829010086954563, 45.18196449565566 12.91271462301144, 45.1197550125974 12.963720519639834, 45.0383625303741 12.930920862545992))",1.0,8356.657262670744
1443,8552c453fffffff,"POLYGON ((45.09566385027463 13.182657000820742, 45.07653790831018 13.098691411737816, 45.13888041673952 13.047555862843534, 45.22029045439286 13.080285112211298, 45.239491748265145 13.164150395187086, 45.17720781643954 13.215386733905639, 45.09566385027463 13.182657000820742))",0.0,18983.560921867705
1444,8552c457fffffff,"POLYGON ((45.239491748265145 13.164150395187086, 45.22029045439286 13.080285112211298, 45.28244134174886 13.029178385377778, 45.36373457323678 13.061836301420179, 45.38301061070266 13.145600947214822, 45.32091883678476 13.196808312050837, 45.239491748265145 13.164150395187086))",4.0,6870.594298943519
1445,8552c45bfffffff,"POLYGON ((44.995011775789514 13.06589063736524, 44.97596196537063 12.981955431396317, 45.0383625303741 12.930920862545992, 45.1197550125974 12.963720519639834, 45.13888041673952 13.047555862843534, 45.07653790831018 13.098691411737816, 44.995011775789514 13.06589063736524))",0.0,9373.595364552828
1446,8552c483fffffff,"POLYGON ((45.49920702003809 13.649284202919425, 45.47977640901028 13.56520829484222, 45.54188148805437 13.513670774746005, 45.62335668447886 13.546109175472004, 45.642861658479084 13.63008303271092, 45.58081723885131 13.68172053500662, 45.49920702003809 13.649284202919425))",0.0,28268.307603621077
1447,8552c487fffffff,"POLYGON ((45.642861658479084 13.63008303271092, 45.62335668447886 13.546109175472004, 45.68526800917267 13.494601096524786, 45.76662328665164 13.526967046117813, 45.78620200818824 13.610838530810346, 45.7243518702724 13.662446432301616, 45.642861658479084 13.63008303271092))",0.0,18680.024047193943
1448,8552c48bfffffff,"POLYGON ((45.398181987585446 13.532697233328886, 45.3788275623066 13.448647219740113, 45.440992779699165 13.397209890748824, 45.522452449321804 13.429722380199644, 45.54188148805437 13.513670774746005, 45.47977640901028 13.56520829484222, 45.398181987585446 13.532697233328886))",0.0,24122.642910864695
1449,8552c48ffffffff,"POLYGON ((45.54188148805437 13.513670774746005, 45.522452449321804 13.429722380199644, 45.584424442138484 13.378314334645, 45.66576497066869 13.41075464510268, 45.68526800917267 13.494601096524786, 45.62335668447886 13.546109175472004, 45.54188148805437 13.513670774746005))",0.0,16166.82393479896
1450,8552c493fffffff,"POLYGON ((45.4564004748849 13.785153601030773, 45.436968396495935 13.70095076939372, 45.49920702003809 13.649284202919425, 45.58081723885131 13.68172053500662, 45.60032404547791 13.76582121160134, 45.538146071489955 13.817587706187055, 45.4564004748849 13.785153601030773))",0.0,16923.805967047
1451,8552c497fffffff,"POLYGON ((45.60032404547791 13.76582121160134, 45.58081723885131 13.68172053500662, 45.642861658479084 13.63008303271092, 45.7243518702724 13.662446432301616, 45.74393278722841 13.74644462926205, 45.681949548294845 13.798181900197662, 45.60032404547791 13.76582121160134))",0.0,16395.294317193595
1452,8552c49bfffffff,"POLYGON ((45.355238870104806 13.66844129202156, 45.33588323818392 13.584263660083266, 45.398181987585446 13.532697233328886, 45.47977640901028 13.56520829484222, 45.49920702003809 13.649284202919425, 45.436968396495935 13.70095076939372, 45.355238870104806 13.66844129202156))",0.0,12129.20524681185
1453,8552c4a3fffffff,"POLYGON ((45.82834078219875 13.475488938928471, 45.80876435689593 13.391744749472192, 45.87034966681198 13.340396852393598, 45.95144985751509 13.37269342580093, 45.97109905740212 13.456335039669831, 45.90957545667518 13.507782648395047, 45.82834078219875 13.475488938928471))",0.0,22095.570825469982
1454,8552c4a7fffffff,"POLYGON ((45.97109905740212 13.456335039669831, 45.95144985751509 13.37269342580093, 46.012841727293484 13.321376386006069, 46.09382074090175 13.353601403991512, 46.113542103964065 13.43714013385126, 46.05221245468181 13.488556721328537, 45.97109905740212 13.456335039669831))",0.0,15860.95147612732
1455,8552c4abfffffff,"POLYGON ((45.7275436579498 13.359376411474848, 45.708042656829655 13.275657943861544, 45.7696891623219 13.224409968478977, 45.85077563758774 13.256780532702885, 45.87034966681198 13.340396852393598, 45.80876435689593 13.391744749472192, 45.7275436579498 13.359376411474848))",0.0,11222.049405450853
1456,8552c4b3fffffff,"POLYGON ((45.78620200818824 13.610838530810346, 45.76662328665164 13.526967046117813, 45.82834078219875 13.475488938928471, 45.90957545667518 13.507782648395047, 45.9292273110596 13.5915514440825, 45.86757152346369 13.64312921206041, 45.78620200818824 13.610838530810346))",0.0,11421.253992606567
1457,8552c4b7fffffff,"POLYGON ((45.9292273110596 13.5915514440825, 45.90957545667518 13.507782648395047, 45.97109905740212 13.456335039669831, 46.05221245468181 13.488556721328537, 46.071936828021094 13.572222516781231, 46.010475450237955 13.62376962247435, 45.9292273110596 13.5915514440825))",0.0,20700.413031388143
1458,8552c4bbfffffff,"POLYGON ((45.68526800917267 13.494601096524786, 45.66576497066869 13.41075464510268, 45.7275436579498 13.359376411474848, 45.80876435689593 13.391744749472192, 45.82834078219875 13.475488938928471, 45.76662328665164 13.526967046117813, 45.68526800917267 13.494601096524786))",0.0,10803.437144987298
1459,8552c4c3fffffff,"POLYGON ((45.15319525125457 13.434870964747157, 45.133992474693436 13.350747117578598, 45.19640990570917 13.299381586424031, 45.27797119907454 13.332039351580436, 45.297249449940495 13.41606234614097, 45.23489109813445 13.467528426231524, 45.15319525125457 13.434870964747157))",0.0,10480.950466597538
